name,supertypes,types,subtypes,colorIdentity,manaCost,convertedManaCost,edhrecRank,hasAlternativeDeckLimit,leadershipSkills,multiverseId,scryfallId,commander_legal,categories_trimmed
Oversimplify,,Sorcery,,"G,U",{3}{G}{U},5,3862,0,,518468,56eae179-f850-4661-b3f0-4d10be77ed8a,1,wrath
Oversoul of Dusk,,Creature,"Spirit,Avatar","G,W",{G/W}{G/W}{G/W}{G/W}{G/W},5,14249,0,,146735,8893842f-aa3f-45f6-8139-ca775d33792b,1,
Overwhelm,,Sorcery,,G,{5}{G}{G},7,15012,0,,383335,01702401-9dfe-4e52-9d6d-cf594261b009,1,
Overwhelmed Apprentice,,Creature,"Human,Wizard",U,{U},1,5405,0,,473022,8659092e-4fe8-42be-ab03-efc99ed37436,1,
Overwhelmed Archivist // Archive Haunt,,Creature,"Human,Wizard",U,{2}{U},3,13762,0,,,c969947c-015f-4374-9210-b055b9782239,1,
Overwhelming Denial,,Instant,,U,{2}{U}{U},4,8720,0,,407571,33ff1000-1a4e-43f6-aa02-1dbe9fac6901,1,
Overwhelming Forces,,Sorcery,,B,{6}{B}{B},8,13838,0,,,a69cba3a-e5a1-4539-a084-adefce507db1,1,"wrath,cardraw"
Overwhelming Intellect,,Instant,,U,{4}{U}{U},6,10697,0,,292759,9624bbf9-15b0-40f9-9f02-f2af3f1220f8,1,cardraw
Overwhelming Splendor,,Enchantment,"Aura,Curse",W,{6}{W}{W},8,4807,0,,,6a4bcbde-6fef-4a01-8896-8cc223894cf8,1,
Overwhelming Stampede,,Sorcery,,G,{3}{G}{G},5,496,0,,389623,e9838185-700e-47d6-a273-3fd989c2fef0,1,
Ovinize,,Instant,,U,{1}{U},2,14612,0,,126212,a985cfb0-6bae-4b1c-902e-d9d7a1aeec61,1,
Ovinomancer,,Creature,"Human,Wizard",U,{2}{U},3,12900,0,,,978eb187-50dc-4774-993b-7e95be360d25,1,removal
"Oviya Pashiri, Sage Lifecrafter",Legendary,Creature,"Human,Artificer",G,{G},1,6900,0,1,417738,27eb9d40-958b-41b8-b04b-7f45adc0a862,1,
Owl Familiar,,Creature,Bird,U,{1}{U},2,15682,0,,202498,e8fc41e6-a409-4820-8ba9-de086a5f0d2f,1,
Owlbear,,Creature,"Bird,Bear",G,{3}{G}{G},5,7216,0,,527485,30e8a00f-8131-470d-8072-4c23b812281a,1,cardraw
Owlin Shieldmage,,Creature,"Bird,Warlock","B,W",{3}{W}{B},5,18193,0,,513702,d3350367-42bd-44af-be13-ad31c002f8ac,1,
Ox of Agonas,,Creature,Ox,R,{3}{R}{R},5,5046,0,,554191,00c46d18-064e-403a-bf39-ec655d78390a,1,cardraw
Oxidda Daredevil,,Creature,"Goblin,Artificer",R,{1}{R},2,21629,0,,194213,4b0bde7b-dc2d-45d2-b124-69b4b51ef3d9,1,
Oxidda Golem,,"Artifact,Creature",Golem,,{6},6,14892,0,,189232,54f0cac4-ca65-4fd5-88b1-8148d1e83c67,1,
Oxidda Scrapmelter,,Creature,Beast,R,{3}{R},4,20202,0,,194281,c64fe85b-e471-489a-8c38-2357da1c7969,1,
Oxidize,,Instant,,G,{G},1,15052,0,,46012,1349969e-1cbe-4541-b3ed-154f5a39f1f0,1,
"Oyobi, Who Split the Heavens",Legendary,Creature,Spirit,W,{6}{W},7,7145,0,1,74027,313bd276-2f69-447e-a2b1-240cf839614a,1,
Pacification Array,,Artifact,,,{1},1,13353,0,,423835,8bed742a-a12a-4728-a771-07e3d1417419,1,
Pacifism,,Enchantment,Aura,W,{1}{W},2,4130,0,,129667,686352f6-d8e7-4d31-83bd-3d087c103e75,1,removal
Pack Guardian,,Creature,"Wolf,Spirit",G,{2}{G}{G},4,12112,0,,409983,64dcc129-88c2-4f20-be0b-36c4141688c9,1,
Pack Leader,,Creature,Dog,W,{1}{W},2,4529,0,,485352,a8b94bc1-68d1-41dc-914c-a33ecb9aeb49,1,
Pack Mastiff,,Creature,Dog,R,{1}{R},2,21930,0,,466906,39934090-36a6-4183-9176-97ea932d2685,1,
Pack Rat,,Creature,Rat,B,{1}{B},2,4228,0,,,1d9ef80b-6c61-4c2b-8e8a-f7341135d8a2,1,
Pack's Betrayal,,Sorcery,,R,{2}{R},3,9122,0,,,e354c294-1e2a-48d3-8f28-9bf2aee08a95,1,
Pack's Disdain,,Instant,,B,{1}{B},2,13626,0,,153165,79713cf7-2715-44cc-9f15-4c809b82efb6,1,
Pack's Favor,,Instant,,G,{2}{G},3,19055,0,,452889,0f88c3aa-63e1-4617-bf1f-48f44988e7d6,1,
Packsong Pup,,Creature,Wolf,G,{1}{G},2,7726,0,,,dd7587ca-9a17-46cb-bd13-fbee71d40f16,1,
Pact of Negation,,Instant,,U,{0},0,209,0,,442057,dd125949-38c4-470f-9128-b80c45621086,1,
Pact of the Serpent,,Sorcery,,B,{1}{B}{B},3,1536,0,,508155,c5b3d118-ba4b-4a93-92a2-cd763de49d29,1,cardraw
Pact of the Titan,,Instant,,R,{0},0,12188,0,,130638,8f332ef3-335a-494d-a90f-61a9e9834ccd,1,
"Padeem, Consul of Innovation",Legendary,Creature,"Vedalken,Artificer",U,{3}{U},4,1063,0,1,417632,e31b30a7-13e8-408e-a758-60e6e9290808,1,cardraw
Pain Kami,,Creature,Spirit,R,{2}{R},3,19327,0,,50266,693317ea-0237-4b65-812f-b31a6427b2a3,1,removal
Pain Magnification,,Enchantment,,"B,R",{1}{B}{R},3,7775,0,,97105,844801e4-cf37-4f20-9149-b58a57b9276e,1,
Pain Seer,,Creature,"Human,Wizard",B,{1}{B},2,8092,0,,378452,8ce8891f-b44c-4be4-878e-9fc45a9dc9cb,1,cardraw
Painful Lesson,,Sorcery,,B,{2}{B},3,6547,0,,426804,becbd481-311d-4f85-aacd-df1f7d7ef587,1,cardraw
Painful Quandary,,Enchantment,,B,{3}{B}{B},5,2159,0,,212243,fecf3dae-1a0c-4cf3-b9bd-ec2ad6acaa1b,1,
Painful Truths,,Sorcery,,B,{2}{B},3,838,0,,401981,46a3afdb-aeb2-4699-91f9-5c42284b3a4a,1,cardraw
Pain's Reward,,Sorcery,,B,{2}{B},3,9674,0,,75340,6d16da68-85f6-4d54-9751-9cf046f5e99a,1,
Painsmith,,Creature,"Human,Artificer",B,{1}{B},2,17891,0,,489775,79301fd4-2f00-4ff5-993f-a6af2440064b,1,
Painter's Servant,,"Artifact,Creature",Scarecrow,,{2},2,4988,0,,420607,599c303c-7040-4a96-a5d4-cfe8489baaae,1,
Painwracker Oni,,Creature,"Demon,Spirit",B,{3}{B}{B},5,13904,0,,79119,1b371b32-7758-4dc9-b4c5-1d1df1f1826a,1,
Paired Tactician,,Creature,"Human,Warrior",W,{2}{W},3,17915,0,,491656,67930e10-4de8-4d40-af27-4a38d35ab16f,1,
"Pako, Arcane Retriever",Legendary,Creature,"Elemental,Dog","G,R",{3}{R}{G},5,8777,0,1,484720,066c8f63-52e6-475e-8d27-6ee37e92fc05,1,
Palace Familiar,,Creature,Bird,U,{1}{U},2,12716,0,,394646,fc0c17c9-54af-4dd4-8d4a-fd5a7b8c3c77,1,cardraw
Palace Guard,,Creature,"Human,Soldier",W,{2}{W},3,13193,0,,190534,ccaa60be-f989-4aa8-a3fb-a95143d32131,1,
Palace Jailer,,Creature,"Human,Soldier",W,{2}{W}{W},4,2487,0,,416775,78cef262-c753-4658-b3ec-fec8db47f944,1,removal
Palace Sentinels,,Creature,"Human,Soldier",W,{3}{W},4,7080,0,,497556,4fd0e9a0-f974-412a-aba1-c4fb68351149,1,
Palace Siege,,Enchantment,,B,{3}{B}{B},5,2287,0,,433051,da855bb6-adc2-484c-a084-83aff2b267f1,1,
Paladin Class,,Enchantment,Class,W,{W},1,2282,0,,527316,5bf81fb1-7992-4ae9-b1a8-80c31579a2bf,1,
Paladin en-Vec,,Creature,"Human,Knight",W,{1}{W}{W},3,14274,0,,129668,aea1a8e1-35f4-4b4a-aa68-21b5219527a9,1,
Paladin of Atonement,,Creature,"Vampire,Knight",W,{1}{W},2,10167,0,,,402711d6-2010-4015-8f06-e1aad02ed556,1,
Paladin of Prahv,,Creature,"Human,Knight",W,{4}{W}{W},6,19747,0,,243439,32412fd8-e295-4d9e-b33a-20a7e9aeb437,1,
Paladin of the Bloodstained,,Creature,"Vampire,Knight",W,{3}{W},4,14313,0,,,4ba0e10e-7996-4541-adfe-bf0cb80359f4,1,
Paladin's Shield,,Artifact,Equipment,W,{1}{W},2,13040,0,,527317,2e13b103-202f-41d7-a855-a6807e5fb4b7,1,
Pale Recluse,,Creature,Spider,"G,W",{4}{G}{W},6,13808,0,,144249,13fad19c-fd45-45cf-b58c-82cdcdf49b06,1,
Pale Rider of Trostad,,Creature,Spirit,B,{1}{B},2,18745,0,,409878,8dad70b8-0dec-4634-a31a-b78438a313a2,1,
Pale Wayfarer,,Creature,"Spirit,Giant",W,{5}{W}{W},7,22324,0,,153310,f852508e-7087-42e1-ad9b-c84708e92de7,1,
Paleoloth,,Creature,Beast,G,{4}{G}{G},6,8644,0,,189873,b83ad801-44e7-48d0-9f34-0d10536bb4dc,1,
Palinchron,,Creature,Illusion,U,{5}{U}{U},7,4521,0,,12580,5621db3f-a9e7-4350-9c6a-0ba04a628947,1,
Palisade Giant,,Creature,"Giant,Soldier",W,{4}{W}{W},6,10176,0,,253567,fdfd37ca-e4c9-4674-a75f-15d8ebcce72b,1,
Palladia-Mors,Legendary,Creature,"Elder,Dragon","G,R,W",{2}{R}{R}{G}{G}{W}{W},8,17052,0,1,2877,0ea81883-7cd6-4443-9733-39d25cc64328,1,
"Palladia-Mors, the Ruiner",Legendary,Creature,"Elder,Dragon","G,R,W",{3}{R}{G}{W},6,9253,0,1,447356,4663bd13-243e-4b8c-9ca8-158576b58803,1,
Palladium Myr,,"Artifact,Creature",Myr,,{3},3,849,0,,389624,91272ec6-376c-4db7-b4e3-8e5edf67c072,1,manarock
Palliation Accord,,Enchantment,,"U,W",{3}{W}{U},5,11909,0,,97118,cda10c3b-ee16-4de5-9e54-d0187cd5cc80,1,
Pallid Mycoderm,,Creature,Fungus,W,{3}{W},4,10619,0,,370348,a12788a7-5309-4a23-930d-009dc3305cef,1,
Pandemonium,,Enchantment,,R,{3}{R},4,8022,0,,6126,5f618231-28bb-4cdd-b887-a8aa186814d5,1,
"Pang Tong, ""Young Phoenix""",Legendary,Creature,"Human,Advisor",W,{1}{W}{W},3,22436,0,1,10713,f484d47a-fb1d-4746-8f1d-dd9d24e67c1a,1,
Panglacial Wurm,,Creature,Wurm,G,{5}{G}{G},7,8772,0,,121264,063bb28b-5e32-4f31-a208-16b653edf413,1,
Panharmonicon,,Artifact,,,{4},4,272,0,,571643,998d0cc8-ca2a-41c3-ab65-d05c26ab8278,1,
Panic,,Instant,,R,{R},1,8580,0,,4081,97a86ee4-200e-4994-bd6f-0c1d3227ce5b,1,cardraw
Panic Attack,,Sorcery,,R,{2}{R},3,18369,0,,45359,6b65b86b-a346-4b86-bca4-83dae3f14c1b,1,
Panic Spellbomb,,Artifact,,R,{1},1,11383,0,,389625,bbe08301-c951-473d-9689-64a558df5ceb,1,cardraw
Panicked Bystander // Cackling Culprit,,Creature,"Human,Peasant","B,W",{1}{W},2,15563,0,,,0650124f-4dbe-450a-bbd1-28b0071c02c5,1,
Panoptic Mirror,,Artifact,,,{5},5,,0,,47930,50e945b0-e919-41bb-9bc5-f71ad531e8f1,0,cardraw
Paperfin Rascal,,Creature,"Merfolk,Rogue",U,{2}{U},3,21931,0,,145814,a439c0ca-0cb2-4293-825e-1a72159953b9,1,
Paradise Druid,,Creature,"Elf,Druid",G,{1}{G},2,1064,0,,532552,187d5819-6a63-4e4f-98c4-18191c03f164,1,manadork
Paradise Mantle,,Artifact,Equipment,,{0},0,2538,0,,73558,1252e9e2-2dd5-4bd6-aa56-f0a0ba056a77,1,manarock
Paradise Plume,,Artifact,,,{4},4,5455,0,,519290,6a83c2b6-8734-44a8-8b10-c8a6791e0336,1,ramp
Paradox Engine,Legendary,Artifact,,,{5},5,,0,,423836,fd8ccd81-9e11-47fa-8e16-064c52c24506,0,
Paradox Haze,,Enchantment,Aura,U,{2}{U},3,1504,0,,,09dc5495-e992-4709-b04f-7ac980b6e99f,1,
Paradox Zone,,Enchantment,,G,{4}{G},5,4134,0,,518460,b1116eb3-4d16-4404-b29d-7d96d7eaa703,1,
Paradoxical Outcome,,Instant,,U,{3}{U},4,2377,0,,417633,17e50157-bf49-4c5f-9b8a-bf73484e63a5,1,cardraw
Paragon of Eternal Wilds,,Creature,"Human,Druid",G,{3}{G},4,10439,0,,383336,97c3fcca-480f-4acf-b74f-0f37b46fa799,1,
Paragon of Fierce Defiance,,Creature,"Human,Warrior",R,{3}{R},4,10889,0,,383337,3ad97067-2b6b-4e60-817c-6414e2739806,1,
Paragon of Gathering Mists,,Creature,"Human,Wizard",U,{3}{U},4,12621,0,,383338,5afc32ed-c1a9-4c37-bfe0-562818c046fc,1,
Paragon of New Dawns,,Creature,"Human,Soldier",W,{3}{W},4,11046,0,,383339,361c66c3-b4eb-48aa-a967-255a8db60977,1,
Paragon of Open Graves,,Creature,"Skeleton,Warrior",B,{3}{B},4,10213,0,,383340,33d7de75-b6e1-44f5-ae1c-e095b41e8d0b,1,
Paragon of the Amesha,,Creature,"Human,Knight","B,G,R,U,W",{2}{W},3,21360,0,,179878,d21c4772-fa03-4b71-a95e-1ad8466d25da,1,
Parallax Wave,,Enchantment,,W,{2}{W}{W},4,7159,0,,22028,cef789e8-e4cc-4f61-bc15-debc2487777f,1,removal
Parallectric Feedback,,Instant,,R,{3}{R},4,18370,0,,97217,891f1d29-377a-4f71-917f-ff10e785caee,1,
Parallel Evolution,,Sorcery,,G,{3}{G}{G},5,6879,0,,,d298cb23-e025-4284-865e-0e55e115e69f,1,
Parallel Lives,,Enchantment,,G,{3}{G},4,442,0,,249662,01033dae-fec1-41f2-b7f2-cc6a43331790,1,
Paralyze,,Enchantment,Aura,B,{B},1,16042,0,,672,e21b04cd-2d43-4d64-a1c2-46a9f02508d6,1,removal
Paralyzing Grasp,,Enchantment,Aura,U,{2}{U},3,18239,0,,270955,3dfd97b3-d83e-406f-af45-40eec6347462,1,removal
Paranoid Delusions,,Sorcery,,"B,U",{U}{B},2,10633,0,,366324,af406038-91ce-41fe-8b6d-55408a96d0a2,1,
Paranoid Parish-Blade,,Creature,"Human,Soldier",W,{2}{W},3,23121,0,,409772,16bb6c60-1889-49ed-8767-8144cc5a9571,1,
Parapet Watchers,,Creature,"Kithkin,Soldier","U,W",{2}{U},3,23428,0,,152059,499f9987-87d8-4cd3-98c4-b6976c70739e,1,
Paraselene,,Sorcery,,W,{2}{W},3,13613,0,,249975,406380ab-2695-4084-99a5-f5560304f8cb,1,
Parasitic Grasp,,Instant,,B,{1}{B},2,15156,0,,,d75c8e88-612a-4252-9756-47f052162045,1,removal
Parasitic Impetus,,Enchantment,Aura,B,{2}{B},3,3117,0,,484893,b51e0d11-e970-4535-87ac-49ae8ad594df,1,
Parasitic Implant,,Enchantment,Aura,B,{3}{B},4,16993,0,,489268,43296ce8-f055-4778-a187-363a642001e4,1,
Parasitic Strix,,"Artifact,Creature",Bird,U,{2}{U},3,15830,0,,489733,70017989-aaf1-4a70-98aa-e447d6ce793a,1,
Parcelbeast,,Creature,"Elemental,Beast","G,U",{2}{G}{U},4,2921,0,,479719,610bb98c-d66a-44cc-92e2-a80d700b59e4,1,"cardraw,pseudo_ramp"
Pardic Dragon,,Creature,Dragon,R,{4}{R}{R},6,18839,0,,370464,fd618eb1-0013-461c-873e-a66377fa284a,1,
Pardic Wanderer,,"Artifact,Creature",Golem,,{6},6,16142,0,,443114,2fffe967-3a99-4f00-af46-f4e5567598df,1,
Parhelion II,Legendary,Artifact,Vehicle,W,{6}{W}{W},8,1796,0,,554170,871279e6-9a59-470e-8acc-fd5fe4fda5b3,1,
Parhelion Patrol,,Creature,"Human,Knight",W,{3}{W},4,14545,0,,452772,eef126f2-7e72-4338-8021-3ad95e4ab982,1,
Pariah,,Enchantment,Aura,W,{2}{W},3,3685,0,,135248,eb3f7e4f-57d1-4b8b-85d7-ef62ceccce93,1,
Pariah's Shield,,Artifact,Equipment,,{5},5,6105,0,,,8d22e9ad-117a-4dbb-9d84-cd454e25eb93,1,
Parish-Blade Trainee,,Creature,"Human,Soldier",W,{1}{W},2,12047,0,,,87aef066-5700-4f9d-99f2-f7495f1662ec,1,
Part the Veil,,Instant,Arcane,U,{3}{U},4,18544,0,,80291,d870e607-1607-46f3-bc9f-925d0164bcf9,1,
Part the Waterveil,,Sorcery,,U,{4}{U}{U},6,3526,0,,401982,83fe992f-0441-42be-89f9-2387b4bc24ce,1,
Parting Thoughts,,Sorcery,,B,{2}{B},3,12205,0,,420632,2e60b5a1-923c-4c67-ae06-2a498dc46506,1,"removal,cardraw"
Passwall Adept,,Creature,"Human,Wizard",U,{1}{U},2,13556,0,,452800,a8ed28c3-8c66-4883-8774-67ac5ab9e81c,1,
Past in Flames,,Sorcery,,R,{3}{R},4,1067,0,,,aae078f4-2310-4112-975e-677d5255988a,1,
Patagia Tiger,,Creature,Cat,W,{4}{W},5,19089,0,,479546,be398100-89e2-432b-8017-74fb7e4dbc26,1,
Patagia Viper,,Creature,Snake,"G,U",{3}{G},4,12336,0,,405335,d5e565b4-d5ca-4a29-8bb4-0063bae2a85c,1,
Patchwork Crawler,,Creature,"Zombie,Horror",U,{1}{U},2,11623,0,,,98e95d60-997c-4c17-b268-9067d6cb7454,1,removal
Patchwork Gnomes,,"Artifact,Creature",Gnome,,{3},3,14101,0,,526270,3002ccef-5322-4f99-9fce-3b4303347240,1,
Path of Anger's Flame,,Instant,Arcane,R,{2}{R},3,17068,0,,74179,046fd4b1-d3a4-4859-a0d4-0e8341e6c6c7,1,
Path of Bravery,,Enchantment,,W,{2}{W},3,7135,0,,438592,760f7e0a-51bc-417b-9f69-38a9f2d2c78f,1,
Path of Discovery,,Enchantment,,G,{3}{G},4,3016,0,,,a482fc37-70df-4565-a607-7192eeef86ee,1,
Path of Peace,,Sorcery,,W,{3}{W},4,19227,0,,442018,41369848-ba9a-40ef-931e-1a65bc979209,1,removal
Path of Peril,,Sorcery,,"B,W",{1}{B}{B},3,10307,0,,,a6c70710-7390-46d6-9f37-71b23323bc4d,1,wrath
Path to Exile,,Instant,,W,{W},1,29,0,,571356,90460227-6f34-4403-b2ef-d79f95f44790,1,"removal,ramp"
Path to the Festival,,Sorcery,,G,{2}{G},3,9173,0,,,47183eca-1995-4dce-b3b0-3c4c7ef9bb19,1,ramp
Path to the World Tree,,Enchantment,,"B,G,R,U,W",{1}{G},2,10436,0,,578752,24d6c178-ee0d-4907-bf6b-12b845bceaeb,1,"removal,cardraw"
Pathbreaker Ibex,,Creature,Goat,G,{4}{G}{G},6,2030,0,,405336,e8072a06-0652-4a38-89b0-fbe1b29d6a8f,1,
Pathbreaker Wurm,,Creature,Wurm,G,{4}{G}{G},6,13409,0,,240103,fe65eded-37ef-4cf0-b55c-390d34aab7b8,1,
Pathmaker Initiate,,Creature,"Human,Wizard",R,{1}{R},2,14694,0,,426848,4ccc6b34-aaa7-4ec1-9f37-b03f9b5919f2,1,
Pathrazer of Ulamog,,Creature,Eldrazi,,{11},11,1738,0,,,9ccdaeb7-8b5c-4523-828e-a12ecd8b170e,1,removal
Pathway Arrows,,Artifact,Equipment,,{1},1,10840,0,,401983,15b98611-a6f7-498c-87e3-893a3f4b4f73,1,
Patient Rebuilding,,Enchantment,,U,{3}{U}{U},5,5231,0,,447203,2256e07f-a35a-4393-9744-045564d5770b,1,cardraw
Patient Zero,,Creature,Zombie,B,{1}{B},2,,0,,,7335e06b-6f38-4e24-9b4b-b7c7ea3c6323,0,
Patrician Geist,,Creature,"Spirit,Knight",U,{2}{U},3,5488,0,,,06d63512-eab5-4968-846b-1cd94d677108,1,
Patrician's Scorn,,Instant,,W,{3}{W},4,13313,0,,136213,4edfd70c-2923-4813-bf14-04194518163c,1,
Patrol Signaler,,Creature,"Kithkin,Soldier",W,{1}{W},2,14599,0,,157210,b3fd4ccb-e632-4fa0-8e36-6103806f020c,1,
Patron of the Akki,Legendary,Creature,Spirit,R,{4}{R}{R},6,15222,0,1,74109,18325283-ace8-414b-bf48-2ed36b5a9c24,1,
Patron of the Kitsune,Legendary,Creature,Spirit,W,{4}{W}{W},6,11549,0,1,74620,102ee72e-5fb8-4059-9dfa-98004e222c27,1,
Patron of the Moon,Legendary,Creature,Spirit,U,{5}{U}{U},7,6169,0,1,74669,5e5fcd6f-1653-44bf-a796-4c9ff9adf390,1,
Patron of the Nezumi,Legendary,Creature,Spirit,B,{5}{B}{B},7,9281,0,1,74646,622e5d64-11ec-4eb5-8160-b2fb8a333812,1,
Patron of the Orochi,Legendary,Creature,Spirit,G,{6}{G}{G},8,8151,0,1,74542,6d6787c4-170a-45b6-8792-af3ea32ef538,1,
Patron of the Valiant,,Creature,Angel,W,{3}{W}{W},5,9666,0,,497557,7db1e841-04e9-49ab-acbf-defd6d82140a,1,
Patron of the Vein,,Creature,"Vampire,Shaman",B,{4}{B}{B},6,2363,0,,433261,e27db39c-c4b8-46b9-afe6-1737841bdad6,1,removal
Patron Wizard,,Creature,"Human,Wizard",U,{U}{U}{U},3,6678,0,,29925,10b863b8-7780-4bbe-a7f8-46bfdcb34a2b,1,
Pattern Matcher,,"Artifact,Creature",Golem,,{4},4,19090,0,,466988,ad608eb3-d387-4414-b194-703f38863896,1,tutor
Pattern of Rebirth,,Enchantment,Aura,G,{3}{G},4,2748,0,,15234,9f23c4f4-a191-4225-a3b7-dab5b1462922,1,
Pause for Reflection,,Instant,,G,{2}{G},3,10894,0,,452890,3cfcf84c-a30c-4c4f-9f8c-ee807661e499,1,
Pavel Maliki,Legendary,Creature,Human,"B,R",{4}{B}{R},6,22438,0,1,1674,304f9d39-3ea2-4274-b23e-e4eaabbc1c4b,1,
Pawn of Ulamog,,Creature,"Vampire,Shaman",B,{1}{B}{B},3,879,0,,433052,d9b9e2c6-7af7-42ae-91b2-0d17312b3624,1,pseudo_ramp
Pay No Heed,,Instant,,W,{W},1,17054,0,,373405,457ea1f3-890c-4bff-9938-cd46252477f4,1,
Peace of Mind,,Enchantment,,W,{1}{W},2,16510,0,,84697,425b9e34-1ffb-4e46-b08c-d6587f350391,1,
Peace Strider,,"Artifact,Creature",Construct,,{4},4,17453,0,,489953,4bc9bd97-f256-4dcd-b2a7-3239d443a0af,1,
Peacewalker Colossus,,Artifact,Vehicle,W,{3},3,2693,0,,423837,1599b545-6b8e-4350-980a-59349374400d,1,
Peach Garden Oath,,Sorcery,,W,{W},1,18958,0,,45201,d05bd3b7-02fb-4d83-ab8f-fd056c7db2f1,1,
Peak Eruption,,Sorcery,,R,{2}{R},3,22159,0,,373507,ed0a00f7-aee0-4ab2-bab6-bc0949176a7a,1,
Pearl Lake Ancient,,Creature,Leviathan,U,{5}{U}{U},7,8169,0,,386621,fbee4d2f-6b41-4717-a1c6-831034452bec,1,
Pearl Medallion,,Artifact,,,{2},2,1511,0,,389626,989e1802-1581-402b-a2c6-3ac14121b09a,1,
Pedantic Learning,,Enchantment,,U,{U}{U},2,13620,0,,29940,67445332-0b56-4fec-8dcd-bb9a87194db5,1,cardraw
Peek,,Instant,,U,{U},1,4575,0,,130903,869a6c06-eae5-418e-9a5c-26598a929416,1,cardraw
Peel from Reality,,Instant,,U,{1}{U},2,7067,0,,240141,7f41285b-5961-4653-96a0-fb6d27111390,1,
Peema Aether-Seer,,Creature,"Elf,Druid",G,{3}{G},4,12384,0,,423786,fe1bc709-2157-4711-a027-c0ff00ff2728,1,
Peema Outrider,,Creature,"Elf,Artificer",G,{2}{G}{G},4,18423,0,,417739,2ab38bd5-64bb-41aa-851b-c6bc6b44bcf0,1,
Peer into the Abyss,,Sorcery,,B,{4}{B}{B}{B},7,837,0,,485440,aac00055-640e-4749-8d23-d242e6d0b23a,1,cardraw
Peer Through Depths,,Instant,Arcane,U,{1}{U},2,8398,0,,78690,9be02570-b840-46cc-af54-5279463fdcab,1,cardraw
Pegasus Charger,,Creature,Pegasus,W,{2}{W},3,19837,0,,82967,0d0dee73-4df3-4b2f-9420-b23e6ced65c0,1,
Pegasus Courser,,Creature,Pegasus,W,{2}{W},3,15111,0,,442917,35263639-f09d-429f-bd99-09cfdee668e8,1,
Pegasus Stampede,,Sorcery,,W,{1}{W},2,18267,0,,,41732aa9-490e-43bc-9370-74ed4af9d0fb,1,
Pelakka Wurm,,Creature,Wurm,G,{4}{G}{G}{G},7,6193,0,,382322,9a2cb305-3f38-4192-b125-8ccc455d4b29,1,cardraw
Pelt Collector,,Creature,"Elf,Warrior",G,{G},1,7127,0,,452891,bee125cb-12b9-4f78-8e1d-6018d9c52275,1,
Pendant of Prosperity,,Artifact,,,{3},3,2858,0,,470602,531f70f5-b667-436f-9a45-41dd08439191,1,"cardraw,pseudo_ramp"
Pendelhaven Elder,,Creature,"Elf,Shaman",G,{1}{G},2,15906,0,,111083,63d759b5-1739-414e-9616-723625883ebf,1,
Pendulum of Patterns,,Artifact,,,{2},2,21245,0,,425699,d19751aa-823e-4a0f-a004-dee333b34327,1,cardraw
Pennon Blade,,Artifact,Equipment,,{3},3,7881,0,,497849,afc89a7c-cdb9-45cd-a9e7-d66dd2066d1d,1,
Pensive Minotaur,,Creature,"Minotaur,Warrior",R,{2}{R},3,19639,0,,380467,902b462a-a552-42d4-91f0-bd33cd9cb719,1,
Pentad Prism,,Artifact,,,{2},2,5986,0,,489954,2a2862c5-afa8-4e38-a312-483300f8b194,1,
Pentagram of the Ages,,Artifact,,,{4},4,17908,0,,3806,a2334ac3-2a58-49ba-902e-98dbad51547b,1,
Pentarch Paladin,,Creature,"Human,Knight",W,{2}{W}{W}{W},5,11166,0,,,f972a34e-f0d8-45b8-93cc-506fe235aa0f,1,removal
Pentarch Ward,,Enchantment,Aura,W,{2}{W},3,5945,0,,438593,c455d6d8-f116-46b5-9e6d-615b752b8455,1,cardraw
Pentavus,,"Artifact,Creature",Construct,,{7},7,7331,0,,389627,bdb9d0b3-3cf8-4bb0-a272-d4ef3110d86f,1,
Penumbra Spider,,Creature,Spider,G,{2}{G}{G},4,9248,0,,247516,6ef11973-9f48-4396-841b-4f447e979841,1,
Penumbra Wurm,,Creature,Wurm,G,{5}{G}{G},7,10149,0,,27669,ae3dffe7-ecaf-4cf0-a43e-8e2746282992,1,
Peppersmoke,,"Tribal,Instant",Faerie,B,{B},1,13893,0,,139458,568586ca-8a02-4a77-bd65-c0b4a74c429d,1,cardraw
Peregrination,,Sorcery,,G,{3}{G},4,9740,0,,378504,03835e3e-9fd1-47c7-86a5-a5481420f2d3,1,ramp
Peregrine Drake,,Creature,Drake,U,{4}{U},5,612,0,,446096,fbe5d85f-bfd3-49e1-a943-ed1ade6bb2a2,1,
Peregrine Griffin,,Creature,Griffin,W,{4}{W},5,19359,0,,238327,0296eaa6-f9fe-4fb8-af9c-04928d99e2e2,1,
Peregrine Mask,,Artifact,Equipment,,{1},1,15274,0,,89090,9196f43e-f905-4e83-8e47-9d8fd53a4c9f,1,
Perilous Forays,,Enchantment,,G,{3}{G}{G},5,4389,0,,83744,4210a148-d16c-42de-b0d6-83c05c553dd4,1,ramp
Perilous Myr,,"Artifact,Creature","Phyrexian,Myr",,{2},2,5951,0,,442216,33823e16-810e-4138-950b-e18ef1204438,1,removal
Perilous Predicament,,Instant,,B,{4}{B},5,17685,0,,423735,f0edc708-0c76-4fcd-a175-d9c6f1ca3ac1,1,
Perilous Research,,Instant,,U,{1}{U},2,6099,0,,247183,227193ff-1d76-42bc-ad4d-ecc17880a44e,1,cardraw
